100 2475
10 58 3
10 62 2
10 63 29
10 68 88
10 69 32
10 72 74
10 74 53
10 77 47
10 81 42
10 82 12
10 84 57
10 89 20
10 91 100
10 94 40
10 95 59
10 98 69
11 13 66
11 14 76
11 17 34
11 19 26
11 20 25
11 21 36
11 22 69
11 24 16
11 25 96
11 26 78
11 27 20
11 28 93
11 30 45
11 31 88
11 32 28
11 36 39
11 39 19
11 40 83
11 41 28
11 44 90
11 45 54
11 47 14
11 48 22
11 49 81
11 52 24
11 53 70
11 56 74
11 60 100
11 62 91
11 63 81
11 65 34
11 67 83
11 68 62
11 69 71
11 72 61
11 73 76
11 76 94
11 77 94
11 78 6
11 79 99
11 81 59
11 84 23
11 85 61
11 87 64
11 88 62
11 90 9
11 94 95
11 98 7
11 99 17
12 14 7
12 15 40
12 16 88
12 19 80
12 20 15
12 21 74
12 25 3
12 26 72
12 27 48
12 28 69
12 29 66
12 33 13
12 34 30
12 35 37
12 36 36
12 39 24
12 41 75
12 43 54
12 44 16
12 45 81
12 46 4
12 49 15
12 50 8
12 52 36
12 55 19
12 56 71
12 57 11
12 59 94
12 60 40
12 61 100
12 64 84
12 65 87
12 66 73
12 69 70
12 70 10
12 73 52
12 74 37
12 77 4
12 78 73
12 87 26
12 88 13
12 91 20
12 92 97
12 93 4
12 95 34
12 96 60
12 97 88
12 98 41
12 99 32
13 14 22
13 15 30
13 16 33
13 17 65
13 19 68
13 20 35
13 21 13
13 22 90
13 23 85
13 24 68
13 26 11
13 27 20
13 31 75
13 34 57
13 35 92
13 37 89
13 44 29
13 45 98
13 46 43
13 48 26
13 50 57
13 53 39
13 54 93
13 56 30
13 57 45
13 60 78
13 61 65
13 65 26
13 66 7
13 67 35
13 70 89
13 72 80
13 74 69
13 75 34
13 76 32
13 78 33
13 80 70
13 81 78
13 83 25
13 84 19
13 89 76
13 92 7
13 95 70
13 96 57
13 98 79
13 99 94
14 15 8
14 17 97
14 20 34
14 22 77
14 23 24
14 24 44
14 25 71
14 31 51
14 32 55
14 33 80
14 34 12
14 36 31
14 37 80
14 39 6
14 42 42
14 43 86
14 44 73
14 46 53
14 47 10
14 49 29
14 57 87
14 60 94
14 64 25
14 65 11
14 69 57
14 70 25
14 71 81
14 72 39
14 73 93
14 74 100
14 76 95
14 79 94
14 85 29
14 86 79
14 88 3
14 89 4
14 90 13
14 91 79
14 92 53
14 97 42
14 99 66
15 16 85
15 23 62
15 24 27
15 25 47
15 26 59
15 27 23
15 32 54
15 33 37
15 34 92
15 38 54
15 40 75
15 43 18
15 45 49
15 47 86
15 49 37
15 51 4
15 52 9
15 53 89
15 57 89
15 59 77
15 61 29
15 63 86
15 67 22
15 69 4
15 71 79
15 72 3
15 77 67
15 78 30
15 79 69
15 80 30
15 85 27
15 87 35
15 88 50
15 89 3
15 91 58
15 92 60
15 94 56
15 95 64
15 96 69
15 98 5
15 99 48
16 17 18
16 18 85
16 21 25
16 22 95
16 25 4
16 26 90
16 27 7
16 29 77
16 30 81
16 31 32
16 32 21
16 33 64
16 35 19
16 37 36
16 39 76
16 44 86
16 45 50
16 49 33
16 50 45
16 51 46
16 52 21
16 53 5
16 55 15
16 56 47
16 57 61
16 59 51
16 60 87
16 61 87
16 66 54
16 67 38
16 68 60
16 69 16
16 72 43
16 76 45
16 77 32
16 78 3
16 79 97
16 80 89
16 82 44
16 83 61
16 90 73
16 91 85
16 92 67
16 94 42
16 95 91
16 99 3
17 20 53
17 24 83
17 29 63
17 31 21
17 32 14
17 33 48
17 35 50
17 37 72
17 39 25
17 45 100
17 46 78
17 47 82
17 48 56
17 49 7
17 50 48
17 51 85
17 58 91
17 60 86
17 61 10
17 63 54
17 66 36
17 67 30
17 69 70
17 70 75
17 74 95
17 75 50
17 76 31
17 79 98
17 82 36
17 85 94
17 87 20
17 88 64
17 90 24
17 91 64
17 92 5
17 93 92
17 97 81
17 98 3
18 19 72
18 20 78
18 22 78
18 23 21
18 24 42
18 27 51
18 29 27
18 35 11
18 38 77
18 42 38
18 45 30
18 47 15
18 48 100
18 49 48
18 50 64
18 53 95
18 54 8
18 56 2
18 57 63
18 62 93
18 64 75
18 65 24
18 66 12
18 67 76
18 68 77
18 69 72
18 73 29
18 74 47
18 80 67
18 81 20
18 82 5
18 83 71
18 85 57
18 86 52
18 87 92
18 88 45
18 89 73
18 93 94
18 96 88
18 99 85
19 22 61
19 24 22
19 25 96
19 27 51
19 28 50
19 30 89
19 32 59
19 33 66
19 39 37
19 40 62
19 42 19
19 43 44
19 45 24
19 46 90
19 48 20
19 49 5
19 51 40
19 55 72
19 56 80
19 57 90
19 58 71
19 63 7
19 65 44
19 68 15
19 70 95
19 78 4
19 79 19
19 82 57
19 84 50
19 86 72
19 88 37
19 89 90
19 90 28
19 95 38
19 96 42
19 97 39
19 98 73
20 21 71
20 24 70
20 25 98
20 28 68
20 31 99
20 34 49
20 36 70
20 40 3
20 41 2
20 43 31
20 44 64
20 45 28
20 48 74
20 49 99
20 50 46
20 51 46
20 55 79
20 58 56
20 59 32
20 64 56
20 65 40
20 66 2
20 68 83
20 70 30
20 72 10
20 74 48
20 75 90
20 76 43
20 77 65
20 81 6
20 83 3
20 84 82
20 86 61
20 89 92
20 91 31
20 92 90
20 95 83
20 98 41
20 99 18
21 27 18
21 28 100
21 29 51
21 32 46
21 35 65
21 36 77
21 37 75
21 38 28
21 39 25
21 42 59
21 43 38
21 44 49
21 45 95
21 46 82
21 47 62
21 49 7
21 51 87
21 53 32
21 54 74
21 55 21
21 56 71
21 57 27
21 65 47
21 69 61
21 70 69
21 71 57
21 72 34
21 73 46
21 77 83
21 81 83
21 84 23
21 88 38
21 89 46
21 90 76
21 91 2
21 92 16
21 93 24
21 97 47
22 23 66
22 26 79
22 28 68
22 31 97
22 33 85
22 36 3
22 38 62
22 40 68
22 41 80
22 44 84
22 45 22
22 46 32
22 48 27
22 53 75
22 55 38
22 56 31
22 57 74
22 58 76
22 60 44
22 65 34
22 66 12
22 68 23
22 69 29
22 70 56
22 72 24
22 74 43
22 75 27
22 76 84
22 79 14
22 83 90
22 84 65
22 85 17
22 89 88
22 91 82
22 93 45
22 94 7
22 95 25
22 97 10
22 98 93
22 99 81
23 28 31
23 29 78
23 32 81
23 34 52
23 36 86
23 40 68
23 42 91
23 43 30
23 44 10
23 48 36
23 52 88
23 54 96
23 58 68
23 59 54
23 62 35
23 63 57
23 65 18
23 68 23
23 69 74
23 70 95
23 72 45
23 76 90
23 77 57
23 78 17
23 80 65
23 82 32
23 85 83
23 86 48
23 87 89
23 89 84
23 92 99
23 95 42
23 97 36
23 98 50
23 99 90
24 29 95
24 31 2
24 32 23
24 35 13
24 36 50
24 37 71
24 40 3
24 44 30
24 46 19
24 47 56
24 51 49
24 53 84
24 54 100
24 55 72
24 56 98
24 58 28
24 59 78
24 60 77
24 64 26
24 65 34
24 66 46
24 67 58
24 70 85
24 74 52
24 78 41
24 79 41
24 82 91
24 84 11
24 85 54
24 89 74
24 91 77
24 92 23
24 93 84
24 96 66
24 97 7
24 98 62
25 27 72
25 28 45
25 31 22
25 34 83
25 38 50
25 39 38
25 45 73
25 47 23
25 48 90
25 49 86
25 51 82
25 54 56
25 55 25
25 56 59
25 57 60
25 61 21
25 64 27
25 71 66
25 72 95
25 76 85
25 77 60
25 81 63
25 83 29
25 86 41
25 88 24
25 89 74
25 92 98
25 93 6
25 96 38
25 97 49
25 98 68
25 99 7
26 28 86
26 32 11
26 36 18
26 37 16
26 38 91
26 39 67
26 40 7
26 42 57
26 43 49
26 44 84
26 45 18
26 47 99
26 48 37
26 50 47
26 51 43
26 60 22
26 64 28
26 65 37
26 66 39
26 67 21
26 69 23
26 70 80
26 73 2
26 74 98
26 75 37
26 76 32
26 80 13
26 81 40
26 83 67
26 85 64
26 86 92
26 87 96
26 88 64
26 89 77
26 91 44
26 93 62
26 95 19
26 96 79
26 99 81
27 28 68
27 30 71
27 33 33
27 34 30
27 38 56
27 41 53
27 42 94
27 44 93
27 45 7
27 47 28
27 49 50
27 51 45
27 53 35
27 56 74
27 60 71
27 63 91
27 65 40
27 67 10
27 78 89
27 79 68
27 84 24
27 85 61
27 86 97
27 91 71
27 92 10
27 93 91
27 96 79
27 97 77
28 29 90
28 30 47
28 33 48
28 34 36
28 36 54
28 37 58
28 38 14
28 42 46
28 43 72
28 45 54
28 46 20
28 47 41
28 48 61
28 51 42
28 52 95
28 53 95
28 55 44
28 56 44
28 58 82
28 59 99
28 61 10
28 62 79
28 64 51
28 68 57
28 69 6
28 71 8
28 72 65
28 73 41
28 75 53
28 76 62
28 77 63
28 78 53
28 81 73
28 86 40
28 87 24
28 89 91
28 90 97
28 92 89
28 93 9
28 94 33
28 99 9
29 30 35
29 31 70
29 33 27
29 34 72
29 35 81
29 36 48
29 38 68
29 39 19
29 40 30
29 41 45
29 44 76
29 45 3
29 46 49
29 48 49
29 51 70
29 53 12
29 54 44
29 58 41
29 60 11
29 61 81
29 62 11
29 63 82
29 69 95
29 71 31
29 74 69
29 75 68
29 76 51
29 77 89
29 78 95
29 85 30
29 87 10
29 88 73
29 91 28
29 93 44
29 94 47
29 97 74
29 98 24
29 99 53
30 31 76
30 33 67
30 34 65
30 36 93
30 38 78
30 39 60
30 40 10
30 46 27
30 49 68
30 51 45
30 54 26
30 55 36
30 61 4
30 62 33
30 65 28
30 72 27
30 77 100
30 78 93
30 80 20
30 81 37
30 82 36
30 86 79
30 90 71
30 91 61
30 93 92
30 94 9
30 96 84
30 99 82
31 34 30
31 36 67
31 37 62
31 41 39
31 42 74
31 43 35
31 44 70
31 45 44
31 46 88
31 48 39
31 52 43
31 54 91
31 55 68
31 56 25
31 57 66
31 59 38
31 60 36
31 65 82
31 66 61
31 71 77
31 72 41
31 73 13
31 74 68
31 78 32
31 79 100
31 80 26
31 81 60
31 82 62
31 83 87
31 85 59
31 88 51
31 94 32
31 95 57
32 35 29
32 37 82
32 40 27
32 41 18
32 45 82
32 48 49
32 50 20
32 51 55
32 52 99
32 54 56
32 58 61
32 61 52
32 63 12
32 64 34
32 66 19
32 68 84
32 69 50
32 70 57
32 71 90
32 72 97
32 77 71
32 78 71
32 80 48
32 81 86
32 87 36
32 91 89
32 93 54
32 94 33
32 96 99
32 97 13
32 99 50
33 35 38
33 36 83
33 43 77
33 46 92
33 47 66
33 48 21
33 51 32
33 52 26
33 53 41
33 54 45
33 56 9
33 57 75
33 61 99
33 66 5
33 68 93
33 70 83
33 71 21
33 72 49
33 74 63
33 77 69
33 79 65
33 80 85
33 83 84
33 84 59
33 89 62
33 90 36
33 91 87
33 93 43
33 94 88
33 95 56
33 99 38
34 35 16
34 36 82
34 37 93
34 38 24
34 39 54
34 40 30
34 42 88
34 43 20
34 44 89
34 45 15
34 47 76
34 48 66
34 51 26
34 53 89
34 54 73
34 55 59
34 57 36
34 59 92
34 60 86
34 63 32
34 64 32
34 68 35
34 69 25
34 70 17
34 71 57
34 72 86
34 73 24
34 75 46
34 81 28
34 82 71
34 83 52
34 84 30
34 85 20
34 86 44
34 89 14
34 90 30
34 92 32
34 95 72
35 36 99
35 37 33
35 38 52
35 39 33
35 40 37
35 41 99
35 42 64
35 43 27
35 47 70
35 49 75
35 50 50
35 51 68
35 53 9
35 55 80
35 56 4
35 57 89
35 59 10
35 60 62
35 61 77
35 62 76
35 63 24
35 65 45
35 66 78
35 67 63
35 69 45
35 71 79
35 73 54
35 75 55
35 77 22
35 78 78
35 79 62
35 81 50
35 84 4
35 87 34
35 89 6
35 90 46
35 93 32
35 95 13
35 97 79
36 38 47
36 41 9
36 42 15
36 45 70
36 46 13
36 47 44
36 48 44
36 50 62
36 51 44
36 54 56
36 55 83
36 56 6
36 60 92
36 63 64
36 64 37
36 65 62
36 66 54
36 68 20
36 69 24
36 70 30
36 71 4
36 72 100
36 74 45
36 75 89
36 76 56
36 77 80
36 78 34
36 79 10
36 81 68
36 82 94
36 83 16
36 84 66
36 85 34
36 86 11
36 87 40
36 88 9
36 89 85
36 90 11
36 92 74
36 94 39
36 96 100
36 97 12
36 98 72
36 99 100
37 38 16
37 41 78
37 44 68
37 45 21
37 47 49
37 49 95
37 52 63
37 54 85
37 55 58
37 57 23
37 60 14
37 61 78
37 64 89
37 65 6
37 68 15
37 70 5
37 72 21
37 75 30
37 77 14
37 78 32
37 79 32
37 80 91
37 82 94
37 84 71
37 85 32
37 92 37
37 93 86
37 94 17
38 39 92
38 44 66
38 46 81
38 48 20
38 49 43
38 51 94
38 52 58
38 54 8
38 55 7
38 57 79
38 58 79
38 59 15
38 60 75
38 64 43
38 65 24
38 68 83
38 69 47
38 70 42
38 71 82
38 72 29
38 73 4
38 76 8
38 77 36
38 78 57
38 79 12
38 83 27
38 85 52
38 89 32
38 90 92
38 92 78
38 94 88
38 95 53
38 97 2
38 98 24
38 99 64
39 42 9
39 43 6
39 44 30
39 47 75
39 49 7
39 50 10
39 51 25
39 53 58
39 54 86
39 55 44
39 56 3
39 57 23
39 59 69
39 60 98
39 62 16
39 66 75
39 68 35
39 71 60
39 72 93
39 73 27
39 74 50
39 75 47
39 77 81
39 80 90
39 81 38
39 83 48
39 84 52
39 87 98
39 88 21
39 90 28
39 91 56
39 92 18
39 93 95
39 97 99
39 99 56
40 41 98
40 43 57
40 44 48
40 46 8
40 47 63
40 50 6
40 52 50
40 56 8
40 57 55
40 59 39
40 60 94
40 61 80
40 62 61
40 68 51
40 75 12
40 76 15
40 79 7
40 80 95
40 82 67
40 83 100
40 84 36
40 85 98
40 87 76
40 90 16
40 91 61
40 93 21
40 95 29
40 96 3
40 98 27
40 99 75
41 43 4
41 45 69
41 47 17
41 52 59
41 53 17
41 55 99
41 58 79
41 62 25
41 63 40
41 64 22
41 65 3
41 68 15
41 71 78
41 72 44
41 73 47
41 74 29
41 75 31
41 78 53
41 79 26
41 82 44
41 83 32
41 85 70
41 86 87
41 88 88
41 91 99
41 96 45
41 98 21
42 44 78
42 45 68
42 46 44
42 47 94
42 48 33
42 50 4
42 52 93
42 53 79
42 54 72
42 55 87
42 57 91
42 58 13
42 59 45
42 61 64
42 63 23
42 65 14
42 66 45
42 67 9
42 71 77
42 72 57
42 76 39
42 77 83
42 79 19
42 81 76
42 83 27
42 84 91
42 87 40
42 88 28
42 89 7
42 91 29
42 97 82
42 98 85
43 44 25
43 45 96
43 46 96
43 48 49
43 50 65
43 54 41
43 57 84
43 58 81
43 61 88
43 62 42
43 63 77
43 64 72
43 66 9
43 68 34
43 69 96
43 71 55
43 72 67
43 73 28
43 76 4
43 77 48
43 78 43
43 81 5
43 84 82
43 86 36
43 87 86
43 91 38
43 93 43
43 94 21
43 96 77
43 97 44
43 99 92
44 46 38
44 49 59
44 52 65
44 56 10
44 57 79
44 60 63
44 62 37
44 63 70
44 64 90
44 68 38
44 69 12
44 71 74
44 73 12
44 74 2
44 75 70
44 77 41
44 78 85
44 79 70
44 80 23
44 81 20
44 83 85
44 84 80
44 86 45
44 89 39
44 93 41
44 95 18
44 99 51
45 46 15
45 47 35
45 49 79
45 52 55
45 56 3
45 57 75
45 58 29
45 63 95
45 65 15
45 67 75
45 69 15
45 76 54
45 77 97
45 79 6
45 83 67
45 84 12
45 85 86
45 86 60
45 87 8
45 90 16
45 91 87
45 92 99
45 94 82
45 95 38
45 98 15
46 49 69
46 51 45
46 52 91
46 53 27
46 56 62
46 57 23
46 60 57
46 61 46
46 62 4
46 63 2
46 64 32
46 65 7
46 66 70
46 67 8
46 68 67
46 70 17
46 72 63
46 73 45
46 75 19
46 77 29
46 79 56
46 81 53
46 82 68
46 83 50
46 85 100
46 86 56
46 87 91
46 89 17
46 90 96
46 92 97
46 93 83
46 95 68
46 99 10
47 48 28
47 49 27
47 50 81
47 51 58
47 52 24
47 53 22
47 54 88
47 55 8
47 56 44
47 57 43
47 58 13
47 60 79
47 63 66
47 64 41
47 66 71
47 70 63
47 72 41
47 73 98
47 74 35
47 78 24
47 79 96
47 83 84
47 84 60
47 85 11
47 86 94
47 87 4
47 96 42
47 97 9
47 99 4
48 49 7
48 52 23
48 53 17
48 54 85
48 55 24
48 56 81
48 57 12
48 62 15
48 63 27
48 64 51
48 66 68
48 68 58
48 71 10
48 72 74
48 73 58
48 75 9
48 76 75
48 77 53
48 79 19
48 80 86
48 85 3
48 87 8
48 89 46
48 92 50
48 93 38
48 95 19
48 96 87
48 97 33
48 98 3
48 99 54
49 55 73
49 56 54
49 57 89
49 58 6
49 60 65
49 62 76
49 63 83
49 64 71
49 66 3
49 69 74
49 70 31
49 71 15
49 72 50
49 75 25
49 77 4
49 78 60
49 79 5
49 81 92
49 82 31
49 83 52
49 85 67
49 88 92
49 90 53
49 91 59
49 92 80
49 93 48
49 97 15
49 98 58
49 99 23
50 51 23
50 52 81
50 54 64
50 55 44
50 56 6
50 62 86
50 64 92
50 68 22
50 69 88
50 72 70
50 75 38
50 77 95
50 80 79
50 81 71
50 84 87
50 85 29
50 86 12
50 87 83
50 89 13
50 90 62
50 91 29
50 93 40
50 94 88
50 95 23
50 96 59
50 98 99
51 52 56
51 53 73
51 54 39
51 59 88
51 63 51
51 66 88
51 68 59
51 69 66
51 72 97
51 75 24
51 76 33
51 77 63
51 78 83
51 82 83
51 83 89
51 85 57
51 86 95
51 90 80
51 91 45
51 95 2
51 97 88
52 54 14
52 59 7
52 60 32
52 63 100
52 67 89
52 68 15
52 70 30
52 71 45
52 73 39
52 77 61
52 78 9
52 80 60
52 84 67
52 85 84
52 87 20
52 88 18
52 91 17
52 94 10
52 96 56
52 97 17
52 99 93
53 54 100
53 55 51
53 56 49
53 57 79
53 58 28
53 61 100
53 62 23
53 63 14
53 64 22
53 71 33
53 72 17
53 75 13
53 76 62
53 77 17
53 78 43
53 81 17
53 83 63
53 84 55
53 85 100
53 90 55
53 91 50
53 93 46
53 95 56
53 99 33
54 57 42
54 60 12
54 61 93
54 62 55
54 63 46
54 64 48
54 66 61
54 67 71
54 68 94
54 70 56
54 71 67
54 78 15
54 79 46
54 80 25
54 82 39
54 88 90
54 91 33
54 93 62
54 94 55
54 95 39
54 96 73
54 97 36
54 99 20
55 56 69
55 57 54
55 59 48
55 61 94
55 65 32
55 70 48
55 71 92
55 72 68
55 73 86
55 79 82
55 80 27
55 82 39
55 83 93
55 85 26
55 86 83
55 89 56
55 91 55
55 95 47
55 96 3
55 97 93
56 57 81
56 60 32
56 61 99
56 62 53
56 63 5
56 64 18
56 66 35
56 71 82
56 73 15
56 74 4
56 75 62
56 76 83
56 78 40
56 79 77
56 80 31
56 82 24
56 83 89
56 87 4
56 88 60
56 89 33
56 92 84
56 93 59
56 95 22
56 97 58
56 99 23
57 61 62
57 62 61
57 63 38
57 70 35
57 73 13
57 74 21
57 78 30
57 81 6
57 82 89
57 83 84
57 88 17
57 90 25
57 91 56
57 92 38
57 94 96
58 59 24
58 60 84
58 61 67
58 64 7
58 65 98
58 67 12
58 68 57
58 71 22
58 76 57
58 79 81
58 81 3
58 82 47
58 84 65
58 85 44
58 87 64
58 88 10
58 89 49
58 91 61
58 92 15
58 98 80
58 99 33
59 60 6
59 62 44
59 64 23
59 66 67
59 67 37
59 68 48
59 69 7
59 70 44
59 72 54
59 74 43
59 79 46
59 83 61
59 85 41
59 87 27
59 90 55
59 92 69
59 94 71
59 98 64
60 61 21
60 66 25
60 67 44
60 70 82
60 71 95
60 74 18
60 76 63
60 77 93
60 85 77
60 87 32
60 88 16
60 90 77
60 91 97
60 93 64
60 94 87
60 96 26
60 99 73
61 64 13
61 65 52
61 66 94
61 67 58
61 69 54
61 76 20
61 82 61
61 83 22
61 84 86
61 87 66
61 88 57
61 89 73
61 97 29
61 98 68
62 64 10
62 71 29
62 74 85
62 75 32
62 76 71
62 80 75
62 86 68
62 88 90
62 93 34
62 94 8
62 96 96
62 97 6
62 98 97
62 99 46
63 64 74
63 66 30
63 67 84
63 68 44
63 75 9
63 78 50
63 79 64
63 80 57
63 85 17
63 89 89
63 91 60
63 94 3
63 95 90
63 97 34
64 65 14
64 66 10
64 69 88
64 72 52
64 73 56
64 77 2
64 78 15
64 79 74
64 80 12
64 81 84
64 82 75
64 85 43
64 86 27
64 89 41
64 91 15
64 92 31
64 97 21
65 66 97
65 67 11
65 68 20
65 70 9
65 71 19
65 74 89
65 76 23
65 77 3
65 78 42
65 79 79
65 81 50
65 82 84
65 83 16
65 84 49
65 87 43
65 88 37
65 90 96
65 91 76
65 93 40
65 95 30
66 68 18
66 69 27
66 72 12
66 73 2
66 74 43
66 75 43
66 76 75
66 79 84
66 80 42
66 84 17
66 85 34
66 88 64
66 89 39
66 90 39
66 93 4
66 95 7
66 97 23
66 98 20
66 99 56
67 68 27
67 69 79
67 70 62
67 72 63
67 73 100
67 77 19
67 79 48
67 80 82
67 85 89
67 89 48
67 90 5
67 93 21
67 94 30
67 96 58
67 97 95
67 99 28
68 71 6
68 72 72
68 77 74
68 79 88
68 80 65
68 81 47
68 84 76
68 88 51
68 90 7
68 95 14
69 71 72
69 72 78
69 73 26
69 79 53
69 81 69
69 82 97
69 83 27
69 85 48
69 88 52
69 91 27
69 94 17
69 96 44
69 98 18
70 72 34
70 73 86
70 75 99
70 76 23
70 78 45
70 79 98
70 81 72
70 84 38
70 85 89
70 89 94
70 90 85
70 91 45
70 94 15
70 96 24
70 98 73
71 76 70
71 83 14
71 84 24
71 85 22
71 87 87
71 88 89
71 89 73
71 90 54
71 91 78
71 92 60
71 93 55
71 94 94
71 99 78
72 73 30
72 75 50
72 80 20
72 82 15
72 83 32
72 85 13
72 87 64
72 89 44
72 90 68
72 91 42
72 92 9
72 94 30
72 95 83
72 97 71
73 75 75
73 80 90
73 82 99
73 83 18
73 84 47
73 85 57
73 86 25
73 87 57
73 89 14
73 91 6
73 95 85
73 97 5
73 98 80
74 75 83
74 76 69
74 78 85
74 80 55
74 82 35
74 83 66
74 86 68
74 87 29
74 95 87
74 97 49
