50 612
15 28 34
15 36 23
15 37 45
15 41 47
15 42 6
15 46 49
15 49 20
16 17 5
16 18 41
16 19 24
16 21 24
16 23 19
16 24 13
16 25 48
16 27 41
16 28 49
16 30 32
16 32 2
16 37 39
16 38 13
16 39 31
16 40 34
16 41 10
16 42 4
16 43 9
16 44 9
16 46 47
16 48 41
16 49 4
17 22 5
17 23 31
17 24 8
17 25 8
17 28 19
17 29 21
17 30 10
17 32 17
17 34 48
17 35 13
17 36 46
17 37 20
17 41 43
17 42 31
17 44 34
17 48 45
18 19 46
18 20 44
18 23 26
18 24 14
18 26 36
18 32 35
18 33 28
18 35 37
18 36 13
18 37 6
18 38 27
18 39 13
18 42 6
18 46 3
18 47 24
19 20 34
19 22 38
19 23 22
19 25 29
19 26 8
19 29 21
19 31 33
19 32 34
19 34 7
19 35 38
19 37 45
19 40 46
19 42 10
19 44 11
19 45 47
19 47 17
19 48 32
19 49 24
20 21 27
20 22 27
20 24 16
20 25 5
20 26 14
20 27 22
20 29 35
20 33 28
20 34 32
20 35 15
20 37 45
20 38 25
20 39 34
20 42 5
20 44 31
20 45 39
20 46 4
20 47 34
21 32 22
21 34 49
21 37 15
21 40 43
21 43 43
21 44 50
21 49 8
21 35 8
21 24 3
21 25 8
21 26 39
21 27 14
21 28 11
21 30 13
21 31 36
22 23 41
22 24 49
22 27 18
22 29 27
22 30 48
22 31 23
22 36 16
22 37 12
22 39 12
22 42 14
22 43 19
22 45 15
22 46 30
22 47 7
22 48 27
23 36 39
23 37 27
23 42 25
23 45 14
23 46 35
23 28 50
23 29 30
23 30 27
24 25 42
24 26 45
24 27 41
24 29 46
24 30 34
24 31 3
24 33 48
24 36 2
24 37 27
24 38 43
24 40 40
24 44 11
24 46 27
24 47 32
25 27 43
25 28 15
25 29 42
25 30 4
25 31 18
25 32 29
25 33 25
25 34 19
25 36 2
25 37 32
25 38 46
25 39 27
25 41 10
25 42 4
25 44 12
25 45 23
25 48 42
26 27 3
26 28 7
26 31 38
26 32 21
26 35 5
26 36 27
26 38 25
26 39 32
26 41 42
26 42 33
26 44 19
26 45 7
26 47 35
26 49 29
27 29 44
27 30 33
27 33 5
27 37 13
27 38 37
27 39 42
27 41 21
27 42 50
27 46 8
28 29 17
28 31 45
28 33 27
28 34 12
28 35 12
28 40 15
28 42 30
28 47 25
29 35 4
29 39 34
29 40 7
29 42 36
29 44 18
29 45 24
29 46 2
29 47 47
30 34 42
30 35 3
30 49 41
30 40 43
30 45 21
30 48 35
30 41 25
31 33 12
31 35 41
31 38 39
31 39 17
31 40 19
31 41 47
31 42 38
31 44 22
31 47 45
31 48 4
31 49 38
32 34 10
32 37 30
32 39 11
32 41 18
32 42 43
32 43 35
32 45 31
32 47 37
32 48 18
33 34 12
33 37 20
33 40 24
33 41 7
33 42 50
33 44 24
33 46 44
33 48 39
34 35 29
34 38 7
34 39 43
34 41 31
34 42 42
34 43 18
34 48 26
35 36 11
35 37 11
35 38 33
35 39 30
35 40 50
35 41 7
35 42 36
35 44 25
35 47 12
36 37 27
36 39 7
36 43 8
36 45 40
36 46 30
36 47 46
37 38 31
37 42 24
37 43 35
37 45 36
37 48 2
37 49 26
38 40 12
38 42 17
38 43 4
38 46 28
38 47 6
39 40 24
39 43 17
39 44 25
39 45 13
39 47 25
40 44 13
40 45 44
40 48 6
40 42 23
41 44 6
41 46 30
41 47 5
41 49 18
42 43 20
42 44 42
42 49 6
43 46 16
43 49 23
44 45 38
44 48 3
44 49 5
45 46 49
45 47 5
46 47 31
46 48 28
46 49 32
48 49 5
