100 3960
7 68 62
7 69 92
7 72 73
7 73 99
7 74 25
7 75 88
7 76 78
7 78 99
7 79 91
7 80 94
7 81 60
7 82 48
7 83 27
7 84 17
7 85 72
7 86 49
7 87 98
7 88 100
7 89 33
7 90 97
7 91 49
7 93 9
7 94 2
7 95 96
7 96 52
7 97 73
7 98 82
7 99 76
8 10 74
8 11 90
8 12 55
8 14 34
8 15 25
8 16 35
8 17 70
8 19 60
8 21 64
8 23 53
8 25 38
8 26 2
8 27 69
8 28 24
8 29 32
8 30 59
8 31 30
8 32 43
8 34 47
8 35 14
8 38 36
8 39 27
8 40 38
8 41 82
8 42 90
8 45 73
8 46 35
8 47 8
8 48 51
8 49 73
8 50 96
8 51 65
8 52 12
8 53 85
8 55 57
8 56 40
8 57 58
8 58 95
8 59 75
8 60 47
8 61 44
8 62 60
8 63 20
8 64 6
8 65 53
8 66 58
8 67 40
8 68 57
8 69 27
8 70 65
8 71 49
8 73 33
8 74 91
8 75 67
8 76 96
8 78 19
8 80 7
8 81 62
8 82 2
8 83 88
8 84 27
8 85 5
8 86 58
8 87 83
8 89 68
8 90 42
8 91 14
8 92 47
8 93 54
8 94 4
8 95 46
8 97 84
8 98 64
8 99 63
9 10 69
9 11 49
9 13 31
9 16 98
9 17 72
9 18 20
9 20 54
9 21 63
9 22 82
9 23 9
9 25 96
9 26 63
9 27 78
9 28 60
9 29 28
9 30 13
9 32 41
9 33 99
9 34 5
9 35 7
9 36 34
9 37 55
9 38 80
9 40 39
9 41 67
9 42 32
9 43 72
9 44 46
9 45 55
9 46 36
9 47 81
9 48 53
9 50 23
9 51 90
9 52 76
9 54 29
9 55 26
9 58 84
9 59 75
9 60 58
9 61 96
9 62 21
9 63 61
9 64 57
9 65 18
9 67 60
9 69 93
9 70 42
9 72 55
9 73 79
9 74 92
9 75 43
9 76 56
9 77 53
9 78 56
9 79 58
9 80 75
9 81 57
9 82 25
9 84 67
9 86 91
9 87 13
9 88 34
9 89 56
9 91 92
9 92 73
9 93 16
9 94 7
9 95 54
9 96 84
9 99 25
10 11 95
10 13 91
10 14 77
10 15 12
10 16 74
10 17 91
10 18 90
10 19 96
10 20 78
10 21 48
10 23 30
10 24 26
10 25 49
10 26 45
10 27 66
10 28 30
10 29 38
10 30 2
10 33 89
10 34 92
10 35 51
10 36 39
10 37 74
10 38 53
10 39 18
10 41 42
10 42 25
10 43 20
10 45 82
10 46 52
10 47 49
10 48 48
10 49 72
10 50 73
10 51 25
10 52 25
10 53 42
10 54 27
10 55 36
10 56 48
10 57 13
10 60 81
10 61 15
10 62 19
10 63 92
10 64 2
10 65 79
10 66 35
10 67 51
10 68 59
10 70 62
10 71 39
10 72 59
10 73 37
10 74 66
10 75 42
10 77 60
10 78 69
10 79 22
10 80 56
10 82 55
10 83 37
10 84 97
10 85 94
10 88 84
10 89 36
10 92 60
10 93 51
10 94 79
10 95 12
10 96 75
10 97 5
10 98 11
10 99 48
11 12 24
11 13 92
11 14 5
11 15 41
11 16 31
11 17 22
11 18 50
11 19 7
11 20 68
11 21 65
11 22 87
11 23 42
11 24 19
11 25 18
11 26 30
11 27 8
11 28 8
11 29 62
11 30 95
11 31 10
11 32 73
11 33 10
11 34 67
11 35 26
11 36 14
11 37 36
11 38 33
11 39 28
11 41 36
11 42 90
11 43 96
11 44 86
11 45 8
11 46 94
11 47 39
11 48 9
11 50 33
11 52 92
11 54 98
11 55 69
11 56 33
11 59 23
11 60 73
11 61 58
11 63 98
11 64 50
11 65 91
11 66 14
11 67 23
11 69 52
11 70 86
11 71 29
11 72 13
11 73 15
11 74 56
11 75 55
11 76 21
11 78 71
11 79 70
11 80 4
11 81 4
11 83 7
11 84 64
11 85 45
11 86 25
11 87 12
11 88 95
11 89 65
11 91 63
11 92 55
11 95 84
11 96 97
11 99 89
12 13 50
12 15 41
12 17 100
12 18 45
12 19 57
12 20 68
12 22 32
12 23 5
12 24 71
12 25 24
12 26 72
12 27 13
12 29 18
12 30 65
12 31 42
12 32 45
12 33 77
12 36 87
12 37 54
12 38 44
12 40 26
12 41 72
12 44 54
12 45 50
12 46 30
12 47 32
12 48 77
12 49 92
12 50 77
12 52 69
12 53 65
12 54 4
12 56 85
12 57 44
12 58 35
12 61 27
12 62 40
12 64 13
12 65 85
12 66 63
12 67 80
12 69 30
12 70 16
12 74 87
12 75 83
12 76 37
12 77 95
12 79 95
12 80 82
12 81 97
12 82 31
12 83 9
12 85 59
12 87 43
12 88 44
12 90 65
12 91 29
12 92 87
12 93 95
12 96 46
12 97 50
12 98 95
12 99 32
13 14 75
13 15 69
13 16 29
13 17 53
13 18 10
13 19 93
13 20 21
13 21 73
13 22 36
13 23 42
13 24 35
13 26 11
13 27 26
13 28 61
13 30 93
13 32 43
13 33 8
13 34 99
13 35 96
13 37 16
13 38 55
13 39 47
13 40 14
13 42 54
13 43 26
13 45 6
13 46 32
13 47 52
13 48 63
13 49 73
13 50 93
13 51 19
13 53 5
13 54 65
13 55 98
13 56 100
13 57 29
13 59 34
13 60 24
13 61 65
13 62 34
13 63 53
13 64 25
13 66 12
13 67 71
13 68 30
13 69 40
13 70 86
13 71 68
13 72 41
13 73 6
13 75 8
13 76 34
13 77 47
13 78 26
13 79 59
13 81 6
13 84 48
13 86 35
13 87 5
13 88 37
13 90 37
13 91 37
13 92 17
13 93 66
13 94 7
13 95 64
13 96 25
13 98 62
14 15 52
14 16 54
14 17 68
14 18 81
14 20 70
14 21 88
14 22 13
14 25 78
14 26 37
14 27 19
14 28 91
14 29 18
14 30 11
14 31 40
14 33 24
14 35 3
14 36 29
14 38 9
14 39 34
14 41 8
14 43 52
14 44 98
14 45 52
14 46 70
14 47 54
14 50 58
14 51 75
14 52 20
14 53 34
14 54 2
14 55 39
14 56 64
14 57 90
14 58 55
14 59 45
14 60 34
14 61 61
14 62 54
14 63 9
14 65 96
14 66 67
14 67 57
14 68 5
14 69 21
14 70 60
14 72 48
14 73 50
14 74 53
14 75 2
14 77 27
14 78 32
14 79 2
14 80 79
14 81 37
14 82 9
14 83 79
14 85 24
14 86 97
14 88 31
14 89 33
14 90 14
14 91 50
14 93 46
14 95 57
14 96 17
14 97 63
14 98 71
14 99 54
15 17 42
15 18 57
15 20 73
15 21 26
15 22 2
15 24 12
15 25 80
15 26 19
15 27 98
15 28 97
15 29 38
15 30 56
15 31 5
15 33 42
15 34 34
15 35 59
15 38 100
15 39 15
15 40 88
15 41 76
15 42 23
15 43 67
15 44 59
15 45 43
15 46 46
15 47 22
15 48 91
15 49 3
15 50 100
15 51 89
15 52 74
15 54 39
15 56 92
15 57 30
15 58 54
15 59 47
15 60 91
15 61 13
15 62 42
15 63 15
15 65 23
15 66 58
15 67 6
15 68 14
15 69 18
15 71 6
15 72 34
15 74 29
15 75 8
15 76 31
15 77 64
15 78 19
15 79 51
15 80 10
15 81 78
15 82 26
15 83 93
15 87 5
15 89 62
15 91 20
15 92 46
15 93 7
15 94 15
15 95 83
15 96 35
15 97 75
15 98 60
15 99 21
16 17 64
16 18 25
16 20 20
16 22 19
16 23 79
16 25 66
16 26 11
16 27 73
16 28 11
16 29 17
16 30 71
16 31 10
16 32 77
16 33 72
16 34 7
16 35 63
16 36 7
16 38 56
16 39 41
16 43 25
16 44 83
16 45 4
16 46 72
16 47 98
16 48 48
16 50 72
16 52 68
16 53 6
16 55 13
16 56 32
16 57 61
16 58 13
16 59 24
16 60 31
16 61 72
16 62 7
16 63 19
16 64 48
16 65 17
16 66 56
16 68 35
16 69 7
16 72 19
16 73 88
16 74 16
16 75 2
16 76 2
16 79 66
16 80 23
16 81 51
16 83 38
16 84 91
16 86 98
16 87 25
16 88 18
16 89 23
16 90 86
16 91 57
16 92 85
16 93 81
16 94 80
16 95 30
16 97 76
16 98 91
16 99 64
17 18 96
17 19 61
17 20 67
17 21 11
17 22 37
17 23 63
17 26 21
17 27 95
17 29 51
17 30 61
17 31 8
17 32 46
17 33 81
17 34 19
17 37 72
17 38 87
17 39 19
17 40 13
17 41 94
17 43 92
17 44 95
17 45 30
17 47 47
17 48 36
17 49 62
17 50 59
17 51 12
17 53 28
17 54 68
17 55 44
17 56 52
17 58 53
17 59 41
17 60 99
17 61 7
17 62 36
17 63 93
17 64 66
17 66 7
17 67 27
17 69 11
17 70 44
17 71 67
17 72 16
17 74 42
17 75 62
17 76 35
17 77 79
17 78 11
17 79 12
17 80 68
17 82 17
17 83 14
17 84 55
17 86 39
17 87 92
17 88 55
17 91 96
17 92 63
17 93 80
17 94 25
17 95 40
17 96 32
17 97 39
17 98 84
17 99 50
18 19 25
18 20 80
18 23 77
18 25 44
18 27 33
18 28 41
18 29 57
18 30 36
18 32 3
18 33 51
18 34 74
18 35 65
18 36 3
18 38 37
18 39 74
18 41 89
18 42 37
18 43 56
18 44 63
18 45 24
18 46 11
18 49 47
18 50 67
18 52 71
18 53 17
18 54 62
18 55 100
18 56 33
18 57 8
18 58 6
18 59 26
18 60 22
18 61 19
18 62 29
18 63 20
18 64 28
18 65 98
18 66 10
18 69 6
18 70 51
18 71 60
18 72 5
18 76 45
18 77 57
18 79 55
18 84 82
18 85 97
18 87 53
18 88 23
18 89 16
18 90 73
18 92 24
18 93 98
18 94 39
18 95 90
18 96 78
18 97 65
18 98 27
19 20 24
19 21 65
19 22 51
19 23 62
19 25 50
19 26 24
19 27 85
19 28 54
19 30 99
19 31 15
19 32 40
19 33 62
19 34 44
19 36 23
19 38 92
19 39 79
19 41 6
19 42 3
19 43 96
19 44 73
19 45 25
19 46 76
19 47 44
19 49 61
19 50 20
19 51 16
19 52 76
19 53 66
19 54 12
19 55 31
19 56 18
19 57 40
19 58 78
19 59 73
19 60 31
19 62 99
19 66 32
19 67 57
19 68 28
19 69 22
19 71 33
19 74 29
19 75 7
19 76 85
19 77 82
19 78 75
19 79 83
19 80 43
19 81 49
19 82 32
19 83 15
19 84 95
19 85 96
19 86 18
19 87 30
19 88 95
19 89 61
19 91 34
19 92 6
19 93 59
19 94 29
19 95 63
19 96 55
19 97 74
19 98 87
20 21 46
20 23 65
20 24 24
20 26 98
20 27 29
20 28 62
20 29 60
20 31 79
20 32 41
20 33 60
20 34 10
20 36 52
20 37 32
20 39 28
20 40 41
20 43 41
20 44 93
20 45 87
20 46 100
20 47 68
20 48 29
20 49 17
20 51 90
20 52 62
20 54 89
20 56 19
20 57 61
20 58 49
20 59 97
20 60 78
20 61 12
20 63 30
20 64 27
20 65 97
20 66 83
20 67 21
20 68 50
20 70 32
20 71 36
20 72 3
20 73 64
20 74 63
20 75 50
20 76 36
20 78 12
20 79 100
20 80 72
20 81 50
20 82 31
20 83 16
20 84 49
20 85 73
20 88 58
20 89 65
20 90 45
20 91 41
20 92 88
20 93 79
20 94 36
20 95 39
20 96 43
20 98 22
20 99 47
21 22 88
21 23 31
21 24 74
21 25 18
21 26 63
21 27 8
21 29 38
21 30 53
21 31 22
21 32 70
21 35 21
21 36 2
21 37 96
21 38 52
21 39 100
21 40 78
21 41 63
21 42 96
21 43 2
21 44 12
21 45 20
21 47 35
21 48 23
21 49 68
21 50 97
21 51 17
21 52 71
21 54 73
21 56 100
21 57 8
21 58 57
21 59 13
21 60 12
21 61 13
21 63 98
21 64 8
21 65 99
21 67 20
21 68 49
21 69 29
21 70 30
21 71 43
21 72 49
21 73 89
21 74 64
21 75 38
21 76 19
21 77 33
21 78 12
21 79 87
21 80 26
21 81 56
21 83 77
21 84 41
21 85 36
21 86 42
21 87 67
21 89 43
21 90 18
21 91 26
21 92 74
21 93 37
21 94 74
21 95 5
21 96 40
21 97 75
21 98 61
22 23 81
22 24 40
22 26 21
22 27 49
22 28 26
22 29 46
22 30 14
22 31 5
22 32 86
22 33 20
22 34 13
22 35 14
22 36 68
22 37 60
22 39 27
22 40 16
22 41 9
22 43 78
22 44 28
22 45 31
22 48 32
22 50 68
22 51 74
22 52 85
22 53 18
22 54 52
22 55 13
22 56 7
22 57 43
22 59 65
22 60 73
22 62 6
22 63 52
22 64 81
22 65 91
22 66 44
22 67 33
22 68 46
22 71 38
22 72 9
22 73 59
22 75 78
22 76 52
22 77 90
22 78 33
22 80 86
22 81 35
22 84 95
22 85 47
22 86 48
22 87 49
22 88 63
22 89 13
22 90 27
22 91 19
22 92 27
22 94 96
22 97 37
22 98 36
22 99 85
23 24 58
23 25 59
23 26 43
23 27 33
23 28 23
23 29 91
23 31 84
23 32 43
23 34 79
23 35 57
23 36 40
23 38 87
23 39 25
23 41 26
23 44 35
23 46 17
23 48 61
23 49 75
23 50 69
23 51 48
23 53 25
23 54 37
23 55 74
23 56 83
23 57 20
23 58 12
23 59 36
23 61 23
23 62 26
23 64 8
23 65 46
23 66 57
23 67 95
23 70 88
23 71 33
23 72 92
23 73 7
23 74 59
23 75 38
23 76 14
23 77 71
23 78 58
23 79 26
23 80 77
23 81 11
23 82 80
23 84 69
23 85 97
23 86 77
23 87 12
23 88 77
23 89 83
23 90 21
23 91 5
23 92 43
23 93 64
23 94 24
23 95 90
23 96 51
23 97 22
23 98 26
23 99 17
24 25 44
24 28 83
24 29 32
24 30 72
24 31 54
24 32 46
24 33 62
24 35 61
24 36 40
24 38 75
24 39 18
24 40 45
24 41 30
24 42 70
24 43 85
24 44 93
24 45 14
24 46 87
24 47 38
24 48 54
24 49 96
24 50 54
24 51 20
24 53 65
24 54 20
24 55 66
24 57 78
24 58 79
24 60 70
24 61 35
24 63 74
24 64 88
24 65 79
24 67 98
24 68 97
24 70 64
24 71 7
24 72 19
24 73 40
24 74 61
24 76 59
24 77 24
24 78 26
24 79 8
24 80 61
24 81 55
24 84 88
24 85 64
24 86 99
24 87 63
24 88 72
24 89 97
24 90 18
24 91 39
24 92 78
24 93 33
24 94 26
24 95 80
24 96 18
24 97 71
24 98 39
24 99 44
25 26 89
25 27 31
25 28 90
25 29 87
25 30 94
25 31 68
25 32 10
25 33 51
25 34 60
25 35 83
25 36 80
25 37 44
25 38 85
25 40 37
25 41 25
25 42 81
25 43 48
25 44 4
25 45 92
25 46 55
25 48 85
25 49 7
25 50 91
25 51 55
25 52 45
25 53 71
25 54 97
25 55 39
25 56 89
25 57 38
25 58 16
25 59 2
25 60 27
25 62 38
25 64 19
25 65 100
25 66 83
25 67 17
25 70 11
25 71 64
25 74 68
25 75 4
25 76 47
25 77 8
25 78 99
25 79 8
25 80 100
25 81 84
25 82 6
25 83 100
25 84 26
25 85 29
25 88 11
25 89 27
25 90 88
25 92 15
25 93 94
25 95 21
25 96 42
25 97 22
25 99 52
26 27 87
26 28 43
26 29 39
26 31 25
26 32 91
26 33 62
26 34 14
26 35 34
26 36 33
26 38 76
26 39 73
26 41 48
26 42 90
26 43 34
26 44 23
26 45 31
26 46 28
26 47 65
26 48 97
26 50 12
26 51 36
26 53 38
26 54 41
26 55 72
26 56 23
26 57 73
26 58 90
26 60 22
26 61 84
26 62 21
26 63 45
26 64 3
26 65 22
26 66 2
26 69 37
26 70 30
26 71 59
26 74 85
26 75 34
26 76 57
26 78 10
26 79 56
26 80 2
26 81 90
26 82 18
26 83 79
26 84 51
26 85 34
26 86 32
26 88 4
26 89 45
26 90 78
26 92 41
26 93 29
26 95 24
26 96 82
26 97 64
26 98 77
26 99 31
27 28 18
27 29 84
27 30 54
27 31 88
27 32 93
27 33 84
27 34 75
27 35 92
27 36 24
27 37 85
27 38 14
27 39 86
27 40 49
27 41 66
27 42 90
27 44 85
27 45 62
27 46 65
27 47 33
27 48 17
27 49 25
27 51 92
27 52 56
27 53 7
27 54 84
27 55 19
27 57 94
27 60 61
27 61 8
27 62 86
27 63 18
27 64 75
27 65 51
27 66 83
27 67 43
27 68 19
27 69 59
27 70 86
27 71 69
27 73 62
27 74 96
27 75 100
27 76 37
27 77 66
27 78 45
27 79 49
27 80 64
27 81 49
27 82 21
27 83 66
27 84 81
27 85 4
27 87 15
27 88 43
27 89 88
27 92 84
27 94 90
27 95 77
27 96 70
27 97 24
27 98 25
27 99 18
28 29 52
28 30 54
28 31 47
28 32 11
28 33 89
28 34 56
28 35 70
28 36 90
28 37 33
28 38 2
28 39 34
28 42 88
28 43 35
28 44 78
28 46 57
28 47 73
28 49 90
28 50 11
28 51 64
28 52 36
28 53 57
28 55 57
28 56 94
28 57 92
28 58 70
28 59 13
28 60 74
28 61 93
28 62 26
28 63 6
28 64 90
28 65 12
28 66 21
28 67 95
28 68 27
28 69 36
28 70 76
28 71 54
28 73 4
28 74 27
28 75 52
28 77 54
28 78 7
28 81 76
28 82 15
28 83 58
28 84 20
28 85 98
28 86 87
28 87 11
28 88 28
28 89 10
28 90 13
28 92 88
28 94 94
28 95 94
28 97 22
28 98 61
28 99 24
29 30 11
29 31 56
29 32 29
29 33 94
29 34 63
29 35 46
29 37 87
29 38 77
29 40 82
29 41 32
29 42 81
29 43 12
29 44 38
29 45 37
29 46 80
29 47 50
29 48 35
29 49 28
29 50 99
29 51 56
29 52 11
29 53 16
29 54 66
29 56 74
29 57 49
29 58 15
29 59 100
29 61 80
29 62 87
29 63 98
29 64 97
29 65 73
29 66 4
29 67 10
29 68 44
29 69 21
29 70 3
29 71 2
29 72 62
29 73 69
29 74 37
29 76 88
29 77 86
29 79 99
29 80 28
29 81 23
29 83 18
29 85 95
29 86 74
29 87 18
29 88 72
29 89 39
29 90 92
29 91 79
29 94 98
29 95 88
29 96 85
29 99 54
30 31 15
30 32 49
30 33 61
30 34 71
30 35 27
30 36 12
30 37 45
30 39 87
30 41 48
30 42 96
30 43 26
30 44 72
30 45 13
30 46 83
30 47 42
30 48 57
30 49 8
30 51 66
30 52 24
30 53 39
30 54 23
30 55 16
30 56 84
30 57 48
30 58 21
30 59 45
30 60 9
30 61 56
30 62 75
30 63 10
30 64 44
30 65 60
30 66 34
30 68 86
30 69 73
30 71 43
30 73 89
30 74 49
30 75 27
30 77 98
30 78 90
30 79 7
30 81 48
30 82 64
30 83 15
30 84 8
30 85 41
30 87 35
30 88 71
30 90 37
30 91 86
30 92 29
30 94 18
30 96 6
30 97 27
30 98 9
30 99 24
31 32 63
31 33 76
31 34 64
31 35 9
31 37 73
31 38 84
31 39 48
31 40 9
31 41 57
31 42 56
31 44 91
31 45 82
31 46 86
31 47 49
31 48 97
31 49 100
31 50 88
31 54 90
31 55 7
31 56 2
31 57 56
31 58 41
31 59 29
31 60 12
31 62 100
31 63 45
31 64 44
31 65 31
31 66 8
31 67 93
31 68 4
31 69 49
31 71 72
31 72 37
31 73 39
31 76 52
31 77 90
31 78 68
31 79 19
31 80 64
31 81 37
31 82 65
31 83 61
31 84 81
31 85 84
31 86 10
31 87 13
31 90 57
31 93 64
31 95 87
31 96 58
31 97 79
31 99 98
32 33 35
32 35 58
32 36 4
32 39 94
32 41 4
32 42 88
32 44 45
32 45 58
32 47 5
32 48 42
32 50 18
32 52 35
32 53 12
32 54 82
32 55 40
32 57 82
32 58 45
32 59 42
32 60 57
32 63 83
32 64 38
32 65 14
32 68 88
32 69 34
32 70 28
32 73 23
32 75 47
32 76 36
32 79 5
32 81 27
32 82 18
32 83 12
32 84 29
32 85 99
32 86 43
32 88 32
32 91 27
32 92 67
32 93 57
32 96 47
32 97 17
32 98 80
32 99 33
33 34 99
33 35 92
33 36 41
33 37 5
33 38 29
33 40 69
33 41 96
33 42 46
33 43 50
33 44 76
33 46 60
33 47 94
33 49 52
33 50 55
33 51 42
33 52 79
33 54 100
33 57 96
33 58 20
33 59 52
33 60 21
33 61 53
33 62 5
33 63 25
33 64 65
33 65 42
33 67 94
33 68 97
33 69 85
33 70 49
33 71 41
33 72 48
33 73 35
33 74 99
33 77 76
33 78 61
33 79 84
33 80 29
33 81 53
33 82 88
33 83 84
33 84 67
33 85 65
33 86 24
33 87 65
33 88 97
33 90 97
33 91 89
33 92 22
33 93 78
33 94 97
33 95 31
33 96 99
33 97 86
33 99 29
34 35 2
34 37 100
34 38 83
34 39 62
34 43 3
34 44 28
34 46 92
34 47 56
34 48 54
34 49 51
34 50 22
34 52 21
34 53 99
34 54 5
34 56 98
34 60 9
34 61 27
34 62 54
34 63 20
34 65 5
34 67 88
34 69 39
34 70 60
34 71 77
34 74 49
34 75 43
34 76 79
34 77 80
34 78 29
34 79 29
34 80 22
34 81 38
34 82 33
34 83 52
34 84 51
34 85 8
34 86 60
34 88 38
34 89 7
34 90 64
34 91 8
34 92 16
34 93 3
34 94 39
34 95 93
34 98 17
35 36 43
35 37 75
35 38 39
35 39 36
35 40 75
35 41 60
35 42 47
35 43 11
35 45 46
35 50 33
35 51 41
35 52 14
35 53 45
35 55 66
35 57 41
35 58 80
35 59 94
35 60 47
35 61 61
35 63 25
35 64 68
35 65 21
35 66 98
35 67 96
35 68 31
35 69 53
35 70 8
35 71 19
