100 990
14 80 45
14 89 9
14 90 6
14 91 30
14 93 23
14 97 27
15 96 34
15 66 51
15 22 29
15 65 69
15 97 51
15 47 87
15 49 84
15 21 9
15 86 14
15 87 29
15 56 96
15 26 16
15 63 49
15 61 87
15 85 68
16 30 15
16 33 52
16 38 65
16 42 75
16 44 30
16 45 19
16 46 7
16 47 2
16 48 78
16 49 17
16 52 81
16 57 30
16 61 59
16 71 53
16 72 34
16 77 35
16 85 58
16 87 94
16 90 12
16 98 23
17 18 70
17 21 32
17 23 46
17 25 99
17 28 57
17 29 90
17 30 40
17 33 65
17 34 80
17 45 36
17 47 53
17 51 97
17 67 30
17 74 15
17 77 74
17 86 6
17 87 85
17 90 29
17 93 38
17 94 62
17 98 48
18 19 62
18 27 60
18 28 37
18 29 33
18 40 35
18 51 63
18 55 77
18 62 20
18 63 61
18 70 26
18 78 59
18 80 42
18 87 5
18 88 27
18 92 45
18 93 48
18 95 73
18 98 29
19 33 15
19 39 66
19 71 85
19 79 78
19 21 48
19 86 95
19 90 68
19 31 30
19 58 34
19 30 48
19 53 37
20 21 71
20 27 70
20 29 53
20 32 74
20 36 82
20 37 13
20 43 100
20 51 88
20 53 82
20 68 4
20 69 61
20 75 59
20 77 21
20 86 23
20 89 87
20 93 80
20 96 46
20 97 59
21 23 51
21 25 61
21 28 53
21 29 45
21 30 79
21 31 66
21 34 7
21 45 53
21 53 61
21 55 47
21 63 96
21 64 67
21 65 86
21 73 92
21 75 3
21 91 40
21 96 71
21 97 33
21 98 18
22 27 37
22 34 52
22 36 32
22 37 66
22 39 95
22 40 33
22 41 30
22 43 63
22 47 71
22 50 32
22 51 26
22 62 68
22 65 25
22 70 94
22 80 11
22 82 46
22 85 14
22 90 15
22 91 9
22 95 31
22 98 35
23 66 77
23 35 12
23 36 68
23 81 25
23 39 94
23 41 99
23 42 6
23 34 83
23 60 85
23 80 53
23 53 62
23 25 71
23 88 19
23 57 45
23 92 15
23 63 7
24 27 78
24 33 42
24 37 6
24 51 51
24 52 73
24 55 4
24 64 100
24 65 24
24 68 11
24 69 4
24 74 65
24 75 23
24 76 58
24 77 87
24 78 41
24 80 69
24 82 68
24 84 61
24 86 6
24 92 59
24 93 26
25 39 87
25 40 15
25 41 51
25 43 9
25 80 58
25 52 97
25 86 100
25 90 9
25 61 53
26 64 74
26 36 52
26 70 18
26 65 56
26 80 75
26 88 91
26 99 45
26 56 22
26 28 34
27 32 55
27 36 29
27 45 52
27 46 36
27 53 26
27 56 93
27 57 61
27 58 61
27 61 10
27 65 58
27 67 55
27 70 13
27 75 81
27 76 75
27 79 64
27 92 75
27 94 69
27 96 49
27 97 58
28 97 44
28 34 72
28 36 54
28 49 6
28 40 98
28 42 83
28 39 30
28 44 16
28 48 23
28 85 8
28 55 35
28 89 41
28 91 64
28 92 91
28 29 83
29 32 98
29 97 66
29 83 77
29 67 58
29 43 62
29 77 4
29 51 8
29 73 64
29 56 16
29 71 95
29 61 52
29 31 63
30 33 53
30 35 21
30 37 36
30 43 13
30 45 37
30 46 57
30 50 83
30 52 2
30 54 98
30 55 12
30 57 66
30 62 39
30 63 60
30 64 69
30 67 83
30 75 16
30 76 97
30 77 42
30 83 98
30 92 35
30 95 34
30 97 44
31 96 98
31 97 7
31 98 63
31 38 22
31 39 6
31 44 65
31 66 97
31 46 5
31 62 56
31 86 49
31 63 90
31 94 31
31 95 56
32 34 9
32 37 2
32 40 42
32 46 79
32 47 40
32 49 14
32 51 38
32 58 87
32 73 61
32 75 17
32 76 45
32 78 94
32 84 93
32 89 59
32 92 50
32 93 8
32 94 36
32 97 49
33 96 26
33 80 32
33 67 72
33 70 88
33 41 67
33 39 39
33 78 95
33 81 97
33 82 10
33 46 76
33 90 5
33 75 69
33 74 33
33 94 8
34 35 36
34 44 95
34 45 24
34 50 29
34 51 29
34 53 66
34 60 43
34 65 47
34 69 33
34 70 38
34 71 69
34 77 56
34 79 50
34 82 69
34 94 12
35 65 77
35 70 23
35 75 37
35 49 35
35 63 37
36 39 41
36 73 31
36 44 68
36 50 87
36 93 8
36 99 54
36 52 34
36 58 95
36 91 100
36 61 8
37 97 44
37 71 57
37 72 63
37 60 7
37 45 57
37 55 75
37 57 87
37 58 8
37 92 57
38 99 13
38 68 99
38 70 99
38 42 73
38 82 61
38 78 36
38 72 62
38 50 78
38 55 67
38 89 15
38 58 48
38 93 46
39 44 35
39 48 47
39 50 96
39 60 31
39 67 42
39 68 4
39 72 58
39 74 89
39 77 18
39 86 40
39 87 89
39 88 17
39 91 33
39 95 6
39 96 54
40 64 32
40 66 50
40 42 97
40 46 19
40 47 61
40 79 71
40 84 81
40 55 58
40 87 40
40 59 3
40 95 45
41 96 60
41 65 87
41 66 15
41 69 4
41 73 82
41 46 5
41 79 93
41 80 58
41 82 37
41 83 54
41 53 28
41 55 9
41 56 63
41 71 11
42 47 91
42 51 53
42 59 12
42 63 33
42 65 85
42 67 12
42 74 24
42 76 39
42 79 56
42 82 73
42 83 11
42 85 3
42 95 52
43 51 42
43 67 54
43 78 36
43 79 72
43 99 60
43 46 64
43 87 79
43 90 40
43 94 65
43 63 39
44 67 19
44 65 3
44 74 68
44 75 6
44 98 2
44 84 59
44 53 94
44 89 23
44 92 91
44 63 99
45 71 75
45 73 77
45 74 3
45 98 95
45 83 11
45 52 46
45 53 72
45 55 52
45 56 36
45 89 42
45 60 49
46 49 59
46 51 97
46 53 49
46 54 68
46 64 92
46 65 98
46 66 78
46 69 35
46 72 16
46 77 17
46 78 57
46 79 35
46 84 43
46 87 39
46 93 64
46 95 69
46 98 44
46 99 55
47 96 71
47 66 43
47 51 80
47 85 57
47 92 34
48 64 27
48 66 57
48 99 30
48 71 92
48 95 74
48 81 60
48 52 64
48 62 79
48 85 75
48 91 66
48 93 78
48 94 79
48 63 60
49 55 6
49 57 32
49 64 59
49 68 57
49 70 87
49 73 100
49 79 40
49 82 94
49 86 26
49 89 40
49 91 42
49 92 14
49 94 56
49 97 88
50 70 6
50 73 70
50 76 42
50 77 62
50 78 51
50 90 77
50 85 35
50 52 16
50 58 12
50 61 62
51 55 6
51 58 20
51 75 49
51 78 39
51 83 17
51 93 9
52 73 60
52 74 56
52 94 75
52 78 62
52 80 55
52 81 5
52 83 56
52 85 25
52 63 8
53 70 20
53 81 69
53 82 58
53 59 25
53 92 12
53 95 92
54 67 68
54 71 91
54 72 44
54 81 35
54 83 34
54 78 28
54 86 48
54 92 14
54 63 72
55 56 59
55 57 70
55 59 46
55 71 88
55 76 20
55 91 96
56 64 43
56 65 81
56 99 37
56 70 4
56 79 30
56 82 53
56 88 98
56 94 63
57 62 47
57 66 2
57 70 23
57 71 47
57 72 8
57 73 81
57 76 78
57 78 90
57 82 92
57 86 72
57 94 38
57 95 49
58 64 25
58 67 80
58 76 27
58 84 55
58 62 64
58 69 66
59 96 93
59 69 67
59 78 82
59 91 56
59 94 86
60 64 9
60 71 91
60 61 13
60 81 35
60 83 15
60 85 81
60 87 56
60 89 54
60 88 71
60 95 10
61 65 66
61 70 32
61 79 63
61 83 68
61 74 19
61 86 27
61 92 28
61 93 58
62 64 95
62 81 69
62 84 47
62 90 37
63 66 57
63 71 18
63 74 18
63 81 93
64 69 90
64 75 25
64 76 66
64 93 93
64 94 70
64 72 81
64 90 38
65 67 83
65 79 70
65 81 4
65 85 96
65 92 52
65 95 43
66 98 90
66 73 98
66 74 59
66 78 25
66 86 64
67 96 95
67 75 70
67 74 85
67 87 27
67 94 4
68 70 9
68 74 17
68 75 74
68 81 49
68 82 47
68 83 23
68 84 63
69 91 91
69 70 88
69 71 24
69 79 55
69 90 23
70 82 77
70 85 100
70 89 88
70 99 96
71 87 54
72 89 76
72 92 58
72 94 6
73 81 53
73 84 9
73 86 19
73 89 43
73 90 33
73 93 70
73 95 77
73 99 7
74 77 9
74 79 48
74 80 44
74 90 24
74 94 77
74 99 89
75 78 84
75 79 37
75 80 89
75 87 6
75 89 75
75 95 61
75 96 50
76 96 9
76 77 12
76 79 7
76 89 38
76 87 40
76 92 9
77 97 82
77 80 55
77 86 38
77 89 27
78 97 47
78 95 84
78 93 11
78 84 66
79 80 85
79 81 26
80 81 69
80 83 35
80 84 71
80 91 36
80 96 95
80 99 84
81 83 33
81 87 19
81 88 61
81 89 22
81 92 53
81 99 19
82 97 76
82 86 13
82 84 53
82 92 58
83 91 5
84 96 39
84 85 85
84 91 93
84 92 23
85 99 38
85 89 56
86 89 100
87 97 15
87 92 22
88 96 53
89 91 2
89 94 40
90 93 24
90 97 28
90 99 78
91 92 18
91 93 79
91 94 87
92 93 29
92 99 92
93 94 22
94 95 93
94 99 11
