50 980
5 17 44
5 18 28
5 20 25
5 23 26
5 24 22
5 26 34
5 28 31
5 29 28
5 30 49
5 31 36
5 32 22
5 33 42
5 34 27
5 35 39
5 37 29
5 38 43
5 40 5
5 41 16
5 42 27
5 43 27
5 44 13
5 45 12
5 47 27
5 48 33
5 49 7
6 7 24
6 8 4
6 9 15
6 10 49
6 11 31
6 12 17
6 13 19
6 14 47
6 15 31
6 16 20
6 17 21
6 18 40
6 19 12
6 20 43
6 21 28
6 22 33
6 23 24
6 24 30
6 25 9
6 26 16
6 27 21
6 29 12
6 31 18
6 32 33
6 33 40
6 34 30
6 35 25
6 36 35
6 37 6
6 38 40
6 39 19
6 40 13
6 41 48
6 42 41
6 45 17
6 46 32
6 48 12
6 49 40
7 8 18
7 9 42
7 10 9
7 11 12
7 12 15
7 13 29
7 15 11
7 16 17
7 19 21
7 20 35
7 22 49
7 23 30
7 25 28
7 26 17
7 28 27
7 30 29
7 31 43
7 32 7
7 34 50
7 35 16
7 36 25
7 37 6
7 38 7
7 39 43
7 40 49
7 44 23
7 45 37
7 46 21
7 47 21
7 48 18
7 49 16
8 9 29
8 10 43
8 11 7
8 12 43
8 13 32
8 14 15
8 15 23
8 16 25
8 17 32
8 18 6
8 19 15
8 20 47
8 21 48
8 22 24
8 24 48
8 25 12
8 26 15
8 27 14
8 28 41
8 30 9
8 31 22
8 33 5
8 35 24
8 36 27
8 37 38
8 38 38
8 39 26
8 40 48
8 41 12
8 42 8
8 43 50
8 45 2
8 46 41
8 47 40
8 48 47
8 49 5
9 10 9
9 11 9
9 12 29
9 13 13
9 15 41
9 17 40
9 18 7
9 19 23
9 20 17
9 21 22
9 23 6
9 24 32
9 26 14
9 27 7
9 28 23
9 29 15
9 30 47
9 31 45
9 32 46
9 33 22
9 35 19
9 36 5
9 37 34
9 39 48
9 40 49
9 42 41
9 44 21
9 45 26
9 46 20
9 47 37
9 48 27
9 49 40
10 11 36
10 12 27
10 13 36
10 14 9
10 20 4
10 21 6
10 22 2
10 23 23
10 24 50
10 25 26
10 26 45
10 27 6
10 28 48
10 29 29
10 30 31
10 31 34
10 32 33
10 33 43
10 34 10
10 36 40
10 37 12
10 38 33
10 39 11
10 40 20
10 42 42
10 43 23
10 45 39
10 46 41
10 47 46
10 48 5
10 49 23
11 13 36
11 14 35
11 15 5
11 16 21
11 17 41
11 18 13
11 19 23
11 21 39
11 22 15
11 23 27
11 24 19
11 25 10
11 26 16
11 27 44
11 28 5
11 29 13
11 31 12
11 32 41
11 33 45
11 35 28
11 37 49
11 38 36
11 39 5
11 41 16
11 42 41
11 43 41
11 44 31
11 45 49
11 46 9
11 47 14
11 48 41
11 49 18
12 15 26
12 16 44
12 17 18
12 18 43
12 19 8
12 20 9
12 21 19
12 23 34
12 25 18
12 27 33
12 28 35
12 29 5
12 31 3
12 32 43
12 33 50
12 34 6
12 35 31
12 37 18
12 38 19
12 39 16
12 40 21
12 41 4
12 42 15
12 43 14
12 44 25
12 45 8
12 46 28
12 47 37
12 49 49
13 14 7
13 15 21
13 16 50
13 17 16
13 19 49
13 21 6
13 22 48
13 23 32
13 24 8
13 25 18
13 26 34
13 27 41
13 28 15
13 29 35
13 30 44
13 31 37
13 32 40
13 33 12
13 34 9
13 36 29
13 37 25
13 38 15
13 39 12
13 40 47
13 43 15
13 44 15
13 45 18
13 46 49
13 47 47
13 49 19
14 16 32
14 17 50
14 18 22
14 19 10
14 21 18
14 23 49
14 24 11
14 26 48
14 27 7
14 28 33
14 30 10
14 31 4
14 32 34
14 35 22
14 36 48
14 37 36
14 38 22
14 39 6
14 41 47
14 42 42
14 43 9
14 44 30
14 46 41
14 47 6
14 48 7
14 49 42
15 16 19
15 17 50
15 19 26
15 21 50
15 22 48
15 23 6
15 24 7
15 26 22
15 27 21
15 28 48
15 30 33
15 31 41
15 32 42
15 33 15
15 34 30
15 35 7
15 37 5
15 38 35
15 39 13
15 40 35
15 41 46
15 42 9
15 43 16
15 45 33
15 46 4
15 47 41
15 48 44
16 18 2
16 20 44
16 21 46
16 23 27
16 24 25
16 25 35
16 26 26
16 27 15
16 31 2
16 32 22
16 35 40
16 37 18
16 38 3
16 40 29
16 41 13
16 42 29
16 43 34
16 44 4
16 46 38
16 47 24
16 48 28
17 19 17
17 20 30
17 21 31
17 22 25
17 23 2
17 25 49
17 27 37
17 28 39
17 29 44
17 30 43
17 31 32
17 32 38
17 33 24
17 34 22
17 35 15
17 36 23
17 37 4
17 38 15
17 39 38
17 40 39
17 41 47
17 42 43
17 44 2
17 45 44
17 48 12
17 49 6
18 19 44
18 20 8
18 21 36
18 22 42
18 23 48
18 25 49
18 26 28
18 28 29
18 30 42
18 31 19
18 32 18
18 33 22
18 34 30
18 35 40
18 36 47
18 37 47
18 38 42
18 39 4
18 40 28
18 41 18
18 42 30
18 44 38
18 47 38
18 49 38
19 20 46
19 21 34
19 22 37
19 23 26
19 26 44
19 27 14
19 28 20
19 29 9
19 30 43
19 31 5
19 32 18
19 33 32
19 34 49
19 35 33
19 37 28
19 38 8
19 39 47
19 40 29
19 42 42
19 43 47
19 44 17
19 45 23
19 46 23
19 47 38
19 48 49
19 49 2
20 21 22
20 22 5
20 23 44
20 24 33
20 25 17
20 26 33
20 27 28
20 30 44
20 31 44
20 33 2
20 34 50
20 35 4
20 36 2
20 37 7
20 38 23
20 39 46
20 40 8
20 41 39
20 42 47
20 43 50
20 46 4
20 48 45
21 22 33
21 23 46
21 24 33
21 25 43
21 26 6
21 27 50
21 29 29
21 30 47
21 31 4
21 32 34
21 33 32
21 34 49
21 35 39
21 36 28
21 40 11
21 41 31
21 42 14
21 44 28
21 46 35
21 47 5
21 48 19
22 23 22
22 25 32
22 26 37
22 28 46
22 29 9
22 30 48
22 31 33
22 32 40
22 33 21
22 34 36
22 35 11
22 36 19
22 37 31
22 38 20
22 39 46
22 40 47
22 41 10
22 42 33
22 43 26
22 44 2
22 45 50
22 46 49
22 47 23
22 48 19
22 49 27
23 24 29
23 25 37
23 26 42
23 27 21
23 28 24
23 29 38
23 30 22
23 31 23
23 32 31
23 33 10
23 34 35
23 35 10
23 36 23
23 37 46
23 38 41
23 39 13
23 40 12
23 42 41
23 43 7
23 44 44
23 47 36
23 49 7
24 26 35
24 27 16
24 28 19
24 30 47
24 31 19
24 32 25
24 33 34
24 34 40
24 35 39
24 36 6
24 37 37
24 38 12
24 39 19
24 40 35
24 41 38
24 42 33
24 45 18
24 47 43
24 49 36
25 27 14
25 28 44
25 29 19
25 30 41
25 32 32
25 33 37
25 34 23
25 35 29
25 36 8
25 39 45
25 40 25
25 42 23
25 43 3
25 44 2
25 45 16
25 47 20
25 48 39
25 49 30
26 27 47
26 28 41
26 29 18
26 30 26
26 32 25
26 33 44
26 34 11
26 35 36
26 36 30
26 37 36
26 38 16
26 39 27
26 41 20
26 44 7
26 45 28
26 46 44
26 47 43
26 48 41
26 49 48
27 29 28
27 30 20
27 31 4
27 33 48
27 34 43
27 35 35
27 36 48
27 37 43
27 38 24
27 39 7
27 40 48
27 41 13
27 42 23
27 43 34
27 44 21
27 45 50
27 46 35
27 47 40
27 48 6
28 29 44
28 30 28
28 31 31
28 32 8
28 33 28
28 34 25
28 35 20
28 36 25
28 38 41
28 39 22
28 40 12
28 41 2
28 42 4
28 43 21
28 45 47
28 47 42
28 48 23
29 30 17
29 31 8
29 33 37
29 35 25
29 36 22
29 37 38
29 38 44
29 39 40
29 40 5
29 41 22
29 43 9
29 44 31
29 45 40
29 46 49
29 47 34
29 48 4
29 49 21
30 31 14
30 32 28
30 33 19
30 34 26
30 35 21
30 37 31
30 38 41
30 39 44
30 40 36
30 41 19
30 42 39
30 43 10
30 44 27
30 45 7
30 48 24
30 49 4
31 32 26
31 33 49
31 37 11
31 38 33
31 39 11
31 40 14
31 42 39
31 43 6
31 45 16
31 47 24
31 48 24
32 33 49
32 35 42
32 36 45
32 37 19
32 38 20
32 39 30
32 40 43
32 41 35
32 42 10
32 44 16
32 45 24
32 46 34
32 47 19
32 49 12
33 34 15
33 35 31
33 36 34
33 37 41
33 38 44
33 39 41
33 40 28
33 41 7
33 42 8
33 43 50
33 44 38
33 45 25
33 47 9
33 48 21
33 49 50
34 35 21
34 36 44
34 37 36
34 39 3
34 40 2
34 41 43
34 42 19
34 43 10
34 44 24
34 45 34
34 46 47
34 49 21
35 36 33
35 37 47
35 38 4
35 39 23
35 40 31
35 41 4
35 42 25
35 43 16
35 44 32
35 45 41
35 47 3
35 48 24
35 49 27
36 37 45
36 38 34
36 39 8
36 42 14
36 43 50
36 44 11
36 46 6
36 47 21
36 48 8
36 49 28
37 38 31
37 39 3
37 40 21
37 42 12
37 43 9
37 44 46
37 45 10
37 46 24
37 49 25
38 39 11
38 40 34
38 41 19
38 42 21
38 43 33
38 44 15
38 45 36
38 46 24
38 47 48
39 40 36
39 41 22
39 42 10
39 43 12
39 44 5
39 46 50
39 48 21
39 49 50
40 42 9
40 43 21
40 44 36
40 45 31
40 47 30
40 48 28
41 42 41
41 43 34
41 44 11
41 45 10
41 46 26
41 47 29
41 48 16
41 49 46
42 43 7
42 44 27
42 45 35
42 47 49
42 48 28
42 49 49
43 44 34
43 45 37
43 46 34
43 47 20
43 48 2
44 45 40
44 46 41
44 47 39
45 46 20
45 47 19
45 48 11
46 48 17
46 49 5
47 48 29
